Job Title,Rating,Company Name,Size,Founded,Type of ownership,Sector,Position,lower_salary,higher_salary,city,state,state_full
Senior Scientist/Scientist II - IVD,3.5,GRAIL,201 to 500 employees,2016,Company - Private,Biotech & Pharmaceuticals,3,93000,149000,Menlo Park,CA,California
Data Scientist,4.2,Eversight,51 to 200 employees,2013,Company - Private,Information Technology,3,93000,149000,Palo Alto,CA,California
Machine Learning Engineer,4.3,Entefy,1 to 50 employees,2012,Company - Private,Information Technology,3,93000,149000,Palo Alto,CA,California
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",4.2,Mentor Graphics,5001 to 10000 employees,1981,Company - Public,Information Technology,3,93000,149000,Fremont,CA,California
Data Scientist,3.6,Western Digital,10000+ employees,1970,Company - Public,Information Technology,3,93000,149000,San Jose,CA,California
Cyber Security Senior Data Scientist,4.1,Plume,51 to 200 employees,2015,Company - Private,Information Technology,3,93000,149000,Palo Alto,CA,California
Data Scientist,3.6,Gigya,201 to 500 employees,2006,Company - Private,Information Technology,3,93000,149000,Palo Alto,CA,California
Data Scientist,3.9,PayPal,10000+ employees,1998,Company - Public,Information Technology,3,93000,149000,San Jose,CA,California
Lead Data Scientist,4.5,Strivr,51 to 200 employees,2015,Company - Private,Information Technology,3,93000,149000,Palo Alto,CA,California
Data Scientist,3.7,Jabil Circuit,10000+ employees,1966,Company - Public,Manufacturing,3,93000,149000,San Jose,CA,California
Data Scientist,3.6,eBay,10000+ employees,1995,Company - Public,Information Technology,3,93000,149000,San Jose,CA,California
Data Scientist,4.5,Next Insurance,201 to 500 employees,2016,Company - Private,Insurance,3,93000,149000,Palo Alto,CA,California
Data Engineer Intern (Remote),3.9,Pluto7,51 to 200 employees,2015,Company - Private,Information Technology,3,93000,149000,San Jose,CA,California
Remote Senior Data Scientist (Healthcare / Claims Data),4.2,CyberCoders,201 to 500 employees,1999,Subsidiary or Business Segment,Business Services,3,93000,151000,Austin,TX,Texas
"Search Data Scientist, Apple Media Products",4.1,Apple,10000+ employees,1976,Company - Public,Information Technology,3,93000,151000,Austin,TX,Texas
Data Analyst,3.5,NxStage,1001 to 5000 employees,1998,Company - Public,Manufacturing,3,93000,151000,Austin,TX,Texas
Cybersecurity Data Scientist,4.3,The University of Texas at Austin,10000+ employees,1883,College / University,Education,3,93000,151000,Austin,TX,Texas
Research Engineering/ Scientist Assistant,4.3,The University of Texas at Austin,10000+ employees,1883,College / University,Education,3,93000,151000,Austin,TX,Texas
"Data Scientist, AMP Commerce/ Payments/ Subscription Analytics",4.1,Apple,10000+ employees,1976,Company - Public,Information Technology,3,93000,151000,Austin,TX,Texas
Data Engineer,4.1,Apple,10000+ employees,1976,Company - Public,Information Technology,3,93000,151000,Austin,TX,Texas
Principal Data Scientist- Public Sector,3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,3,93000,151000,Austin,TX,Texas
"Principal Data Scientist-Developer Experience (SDK, CLI, Developer Services (Join OCI-SDE)",3.6,Oracle,10000+ employees,1977,Company - Public,Information Technology,3,93000,151000,Austin,TX,Texas
EDI Data Analyst,4.7,KGS,51 to 200 employees,2010,Company - Private,Finance,3,93000,151000,Austin,TX,Texas
"Content Data Scientist, Apple Media Products Data Science",4.1,Apple,10000+ employees,1976,Company - Public,Information Technology,3,93000,151000,Austin,TX,Texas
Junior Data Analyst,2.7,Assembly,201 to 500 employees,2014,Subsidiary or Business Segment,Business Services,3,93000,151000,Austin,TX,Texas
Junior Data Analyst,2.8,Texas Health & Human Services Commission,10000+ employees,1912,Government,Government,3,93000,151000,Austin,TX,Texas
Artificial Intelligence Research Scientist,3.3,Cubic,5001 to 10000 employees,1951,Company - Public,Aerospace & Defense,3,93000,151000,Austin,TX,Texas
Quantum Principal Data Scientist (Industrial-Process sector),3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,3,93000,151000,Austin,TX,Texas
"Lead Data Engineer (St. Louis, Austin or Toronto)",4.1,Mastercard,10000+ employees,1966,Company - Public,Finance,3,93000,151000,Austin,TX,Texas
Business Intelligence Analyst,-1,Simplex,1 to 50 employees,2012,Company - Private,Business Services,3,93000,151000,Austin,TX,Texas
Big Data Engineer,4.5,SpringML,1 to 50 employees,2015,Company - Private,Information Technology,3,93000,151000,Austin,TX,Texas
Data Science Architect,4.3,"Onica, a Rackspace Company",201 to 500 employees,2017,Company - Private,Information Technology,3,93000,151000,Austin,TX,Texas
Data Analyst,4.3,Lightspeed Systems,51 to 200 employees,1999,Company - Private,Information Technology,3,93000,151000,Austin,TX,Texas
Data Scientist - Domain Intelligence & Client Security,3.7,CloudFlare,1001 to 5000 employees,2010,Company - Public,Information Technology,3,93000,151000,Austin,TX,Texas
Data Analyst (Remote),4.9,Cypress HCM,51 to 200 employees,2005,Company - Private,Business Services,3,93000,151000,Austin,TX,Texas
Data Engineer,3.8,Sense Corp,201 to 500 employees,1996,Company - Private,Accounting & Legal,3,93000,151000,Austin,TX,Texas
Geospatial Software Developer and Data Scientist,4.3,The University of Texas at Austin,10000+ employees,1883,College / University,Education,3,93000,151000,Austin,TX,Texas
Data Science Resident - Galvanize Data Science Immersive Grads Only,3.9,Galvanize,201 to 500 employees,2012,Company - Private,Education,3,93000,151000,Austin,TX,Texas
Senior Big Data Engineer,3.8,HMS Holdings,1001 to 5000 employees,1974,Company - Public,Health Care,3,93000,103000,Irving,TX,Texas
Senior Big Data Engineer,3.6,Charles Schwab Corporation,10000+ employees,1973,Company - Public,Finance,3,93000,103000,Westlake,TX,Texas
Azure Data Engineer,3.5,Tek Leaders,501 to 1000 employees,2016,Company - Private,Information Technology,3,93000,103000,Irving,TX,Texas
Irving Data Science Tutor Jobs,4.2,Varsity Tutors,201 to 500 employees,2007,Company - Private,Information Technology,3,93000,103000,Irving,TX,Texas
Senior Big Data Engineer,3.8,IDC Technologies,1001 to 5000 employees,2003,Company - Private,Information Technology,3,93000,103000,Irving,TX,Texas
Senior Cloud Data Engineer,2.2,Cash Store,1001 to 5000 employees,1996,Company - Private,Finance,3,93000,103000,Irving,TX,Texas
Senior Big Data Engineer,2.5,"Health Management Systems, Inc.",201 to 500 employees,1983,Company - Private,Business Services,3,93000,103000,Irving,TX,Texas
Senior Cloud Data Engineer,2.5,Cottonwood Financial,1001 to 5000 employees,1996,Company - Private,Finance,3,93000,103000,Irving,TX,Texas
Business Analyst,3.9,Diverse Lynx,501 to 1000 employees,2002,Company - Private,Information Technology,1,94000,163000,Sunnyvale,CA,California
Business Analyst,4.4,KRG Technologies,501 to 1000 employees,2003,Company - Private,Information Technology,1,94000,163000,San Jose,CA,California
Business Systems Analyst,3.8,Mondo,51 to 200 employees,2000,Company - Private,Business Services,1,94000,163000,Sunnyvale,CA,California
Business Analyst,3.2,"MILESTONE Technologies, Inc",1001 to 5000 employees,1997,Company - Private,Information Technology,1,94000,163000,Fremont,CA,California
Business Analyst,4,SOFTHQ INC,51 to 200 employees,2010,Company - Private,Information Technology,1,94000,163000,Santa Clara,CA,California
Consultant - Business Analyst,3.7,Enquero Inc,501 to 1000 employees,2014,Company - Private,Information Technology,1,94000,163000,Milpitas,CA,California
Business Analyst (SAP PP),4.6,"cPrime, Inc.",201 to 500 employees,2007,Company - Public,Information Technology,1,94000,163000,Sunnyvale,CA,California
Business Intelligence Analyst IV - (B4),3.7,Applied Materials,10000+ employees,1967,Company - Public,Manufacturing,1,94000,163000,Santa Clara,CA,California
Business Process Analyst 1,3.9,"TalentBurst, Inc.",501 to 1000 employees,2002,Company - Private,Information Technology,1,94000,163000,Sunnyvale,CA,California
"Business Systems Analyst, Cloud Support Systems",4.4,Google,10000+ employees,1998,Company - Public,Information Technology,1,94000,163000,Sunnyvale,CA,California
Product Experience Analyst,4.5,Facebook,10000+ employees,2004,Company - Public,Information Technology,1,94000,163000,Menlo Park,CA,California
Principal Business Analyst,3.6,Coupang,5001 to 10000 employees,2010,Company - Private,Information Technology,1,94000,163000,Mountain View,CA,California
Business Analyst,3.4,NTT DATA,10000+ employees,1967,Company - Public,Information Technology,1,94000,163000,Fremont,CA,California
Business Intelligence Analyst,4.2,Nextgen Technologies,51 to 200 employees,2006,Company - Private,Information Technology,1,94000,163000,San Jose,CA,California
Business Analyst - Business Applications,3.4,Cepheid,1001 to 5000 employees,1996,Company - Private,Biotech & Pharmaceuticals,1,94000,163000,Sunnyvale,CA,California
Business Systems Analyst,3.9,Rootshell Enterprise Technologies Inc.,51 to 200 employees,2002,Company - Private,Information Technology,1,94000,163000,Sunnyvale,CA,California
Business Analyst with Accounting System Background,4.2,Scopus IT,1 to 50 employees,2007,Company - Private,Information Technology,1,94000,163000,Mountain View,CA,California
HRIS Business Analyst,4.4,Protingent,51 to 200 employees,2001,Company - Private,Business Services,1,94000,163000,San Jose,CA,California
IT Business Analyst,3.8,Bristol-Myers Squibb,10000+ employees,1858,Company - Public,Biotech & Pharmaceuticals,1,94000,163000,Redwood City,CA,California
Business Analyst,3.6,"ICONMA, LLC",1001 to 5000 employees,2000,Company - Private,Business Services,1,94000,163000,Sunnyvale,CA,California
Principal Data Scientist,4,Discount Tire,10000+ employees,1960,Company - Private,Retail,3,94000,151000,Scottsdale,AZ,Arizona
Data Scientist,4.2,CyberCoders,201 to 500 employees,1999,Subsidiary or Business Segment,Business Services,3,94000,151000,Phoenix,AZ,Arizona
Human Factors Scientist,3.5,Exponent,1001 to 5000 employees,1967,Company - Public,Business Services,3,94000,151000,Phoenix,AZ,Arizona
Senior Data Analyst,4.4,Integrate,201 to 500 employees,2010,Company - Private,Information Technology,3,94000,151000,Phoenix,AZ,Arizona
Data Analyst,3.1,MUFG,10000+ employees,1864,Company - Public,Finance,3,94000,151000,Tempe,AZ,Arizona
ETL/Data Engineer I (datastage),3.6,USAA,10000+ employees,1922,Company - Private,Insurance,3,94000,151000,Phoenix,AZ,Arizona
Data Scientist 2,3.6,Humana,10000+ employees,1961,Company - Public,Insurance,3,94000,151000,Phoenix,AZ,Arizona
Data Scientist - Customer Success,4.8,Zoom Video Communications,1001 to 5000 employees,2011,Company - Public,Information Technology,3,94000,151000,Phoenix,AZ,Arizona
Data Scientist,4.4,Offerpad,201 to 500 employees,2015,Company - Private,Real Estate,3,94000,151000,Chandler,AZ,Arizona
Data Scientist with Python,4.1,Sysmind LLC,51 to 200 employees,1999,Company - Private,Information Technology,3,94000,151000,Phoenix,AZ,Arizona
Health Analytics Data Scientist,3.1,"Berkeley Research Group, LLC",1001 to 5000 employees,2010,Company - Private,Business Services,3,94000,151000,Phoenix,AZ,Arizona
Data Scientist,4.9,Freestar,1 to 50 employees,2016,Company - Private,Business Services,3,94000,151000,Phoenix,AZ,Arizona
SQL Developer/Data Analyst,3.7,Corbins Electric,501 to 1000 employees,1975,Company - Private,"Construction, Repair & Maintenance",3,94000,151000,Phoenix,AZ,Arizona
Federal - Data Scientist,4.2,Solekai Systems Corp,1 to 50 employees,2002,Company - Private,Information Technology,3,94000,151000,Phoenix,AZ,Arizona
Data Scientist,3.3,Vaco Technology,501 to 1000 employees,2002,Company - Private,Business Services,3,94000,151000,Scottsdale,AZ,Arizona
Data Scientist - Nationwide Opportunities,3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,3,94000,151000,Phoenix,AZ,Arizona
Data Scientist,3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,3,94000,151000,Tempe,AZ,Arizona
Data Scientist,4,GTN Technical Staffing,201 to 500 employees,2000,Company - Private,Business Services,3,94000,151000,Scottsdale,AZ,Arizona
Data Scientist / Statistician,2.8,Scientific Technologies Corporation,51 to 200 employees,1988,Company - Private,Information Technology,3,94000,151000,Phoenix,AZ,Arizona
Associate Data Scientist,3.7,Impetus Technologies,1001 to 5000 employees,1991,Company - Private,Information Technology,3,94000,151000,Phoenix,AZ,Arizona
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,3.5,Internal Revenue Service,10000+ employees,1862,Government,Government,3,94000,151000,Phoenix,AZ,Arizona
Data & Analytics Consultant,4.6,SEI,201 to 500 employees,1992,Company - Private,Business Services,3,94000,151000,Phoenix,AZ,Arizona
Data Scientist,4.3,Soaren Management,51 to 200 employees,2015,Company - Private,Finance,3,94000,151000,Scottsdale,AZ,Arizona
Machine Learning Engineer,3.8,IntraEdge,501 to 1000 employees,2002,Company - Private,Information Technology,3,94000,151000,Phoenix,AZ,Arizona
Data Scientist,3.3,fulcrum worldwide,501 to 1000 employees,1999,Company - Private,Information Technology,3,94000,151000,Tempe,AZ,Arizona
Data Engineer,4.8,Zoom,1001 to 5000 employees,2011,Company - Public,Information Technology,3,94000,151000,Phoenix,AZ,Arizona
Senior Data Engineer,3.3,Aetna,10000+ employees,1853,Company - Public,Insurance,3,94000,166000,Blue Bell,PA,Pennsylvania
Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,3,94000,166000,Philadelphia,PA,Pennsylvania
Field Application Scientist BioTherapeutics,3.2,Perkinelmer,10000+ employees,1937,Company - Public,Biotech & Pharmaceuticals,3,94000,166000,Philadelphia,PA,Pennsylvania
Sr Decision Scientist,3.8,Grubhub,1001 to 5000 employees,2004,Company - Public,Information Technology,3,94000,166000,Philadelphia,PA,Pennsylvania
Data Engineer (Contract),3.8,Capgemini,10000+ employees,1967,Company - Public,Information Technology,3,94000,166000,Malvern,PA,Pennsylvania
Data Analyst,4,ORS Partners,51 to 200 employees,2012,Company - Private,Business Services,3,94000,166000,Paoli,PA,Pennsylvania
Data Analyst Supporting the FBI #20-188,2.8,Forfeiture Support Associates,1001 to 5000 employees,2004,Company - Private,Business Services,3,94000,166000,Philadelphia,PA,Pennsylvania
Data Engineer,4.6,Turnberry Solutions,501 to 1000 employees,2001,Company - Private,Information Technology,3,94000,166000,Philadelphia,PA,Pennsylvania
Analytical Scientist II,3.6,Quotient Sciences,501 to 1000 employees,1990,Company - Private,Biotech & Pharmaceuticals,3,94000,166000,Boothwyn,PA,Pennsylvania
"Clinical Scientist, Neuroscience (Director level)",3.6,Jazz Pharma,1001 to 5000 employees,2003,Company - Public,Biotech & Pharmaceuticals,3,94000,166000,Philadelphia,PA,Pennsylvania
Data Analyst,4.4,Contemporary Staffing Solutions,1001 to 5000 employees,1994,Company - Private,Business Services,3,94000,166000,Philadelphia,PA,Pennsylvania
Future Opportunity: Data Engineer,3.9,AVANADE,10000+ employees,2000,Company - Private,Information Technology,3,94000,166000,Philadelphia,PA,Pennsylvania
Data Engineer,3.9,GSK,10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,3,94000,166000,King of Prussia,PA,Pennsylvania
Data Engineer,4.6,STEVENS CAPITAL MANAGEMENT LP,51 to 200 employees,2002,Company - Private,Finance,3,94000,166000,Radnor,PA,Pennsylvania
Data Curator,4,ORS Partners,51 to 200 employees,2012,Company - Private,Business Services,3,94000,166000,Philadelphia,PA,Pennsylvania
Quantitative Research Analyst - Experienced Hire,3.6,Susquehanna International Group,1001 to 5000 employees,1987,Company - Private,Finance,3,94000,166000,Bala Cynwyd,PA,Pennsylvania
Senior Marketing Data Scientist II,3.2,Vanguard,10000+ employees,1975,Company - Private,Finance,3,94000,166000,Malvern,PA,Pennsylvania
"Data Science, Machine Learning & AI Consultant",3.1,"Data-Core System, Inc.",201 to 500 employees,1988,Company - Private,Information Technology,3,94000,166000,Philadelphia,PA,Pennsylvania
Intellectual Property Scientist,4.3,University of Pennsylvania,10000+ employees,1740,College / University,Education,3,94000,166000,Philadelphia,PA,Pennsylvania
Scientist - HLA Lab Supervisor,3.2,American Red Cross,10000+ employees,1881,Nonprofit Organization,Non-Profit,3,94000,166000,Philadelphia,PA,Pennsylvania
Data Engineer - Enterprise Data Analytics Platform,3.9,GSK,10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,3,94000,166000,Philadelphia,PA,Pennsylvania
Data Engineer II,2.9,Black Knight Inc,5001 to 10000 employees,2013,Company - Public,Information Technology,3,94000,166000,Philadelphia,PA,Pennsylvania
Lead Data Scientist,3.2,Vanguard,10000+ employees,1975,Company - Private,Finance,3,94000,166000,Malvern,PA,Pennsylvania
Senior Data Scientist - Algorithms,3.9,Quartet Health,201 to 500 employees,2014,Company - Private,Information Technology,3,96000,119000,New York,NY,New York
Senior Big Data Engineer & Data Scientist (Apps Systems Engineer 6),3.6,Wells Fargo,10000+ employees,1852,Company - Public,Finance,3,96000,119000,Summit,NJ,New Jersey
eCommerce Analytics Manager,4.9,Bombas,51 to 200 employees,2013,Company - Private,Retail,3,96000,119000,New York,NY,New York
Senior Data Scientist,3.8,NPD,1001 to 5000 employees,1966,Company - Private,Business Services,3,96000,119000,New York,NY,New York
"Data Analyst, Public Health Laboratory",3.4,City of New York,10000+ employees,1625,Government,Government,3,96000,119000,New York,NY,New York
"Data Analyst, Center on Immigration and Justice (CIJ)",3.2,Vera Institute of Justice,201 to 500 employees,1961,Nonprofit Organization,Non-Profit,3,96000,119000,New York,NY,New York
Senior Data Scientist,4,ASB Resources,1 to 50 employees,2004,Company - Private,Information Technology,3,96000,119000,Newark,NJ,New Jersey
Senior Data Scientist,3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,3,96000,119000,New York,NY,New York
Data Engineer,4.9,Freestar,1 to 50 employees,2016,Company - Private,Business Services,3,96000,119000,New York,NY,New York
"Manager Data Scientist, Analytics & Insights",3.4,Tapestry,10000+ employees,2017,Company - Public,Retail,3,96000,119000,New York,NY,New York
"Data Scientist with SQL, Python, R, Tableau",4.8,TechProjects,1 to 50 employees,2011,Company - Private,Information Technology,3,96000,119000,New York,NY,New York
Data Engineer,4.4,PulsePoint,51 to 200 employees,2011,Company - Private,Information Technology,3,96000,119000,New York,NY,New York
Machine Learning Scientist,4.7,Job Juncture,1001 to 5000 employees,1992,Company - Private,Business Services,3,96000,119000,Maywood,NJ,New Jersey
Senior Data Scientist,2.8,Match Group,1001 to 5000 employees,1998,Company - Private,Business Services,3,96000,119000,New York,NY,New York
Quantum Principal Data Scientist (Industrial-Discrete sector),3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,3,96000,119000,New York,NY,New York
Quantum Principal Data Scientist (Industrial-Process sector),3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,3,96000,119000,New York,NY,New York
Senior Data Scientist,3.7,Sunrise Systems Inc,501 to 1000 employees,1990,Company - Private,Information Technology,3,96000,119000,Newark,NJ,New Jersey
"Senior Data Scientist, Trello (Remote)",4.4,Atlassian,1001 to 5000 employees,2002,Company - Public,Information Technology,3,96000,119000,New York,NY,New York
"Lead Data Scientist, R&D Team",3.4,Guy Carpenter,1001 to 5000 employees,1922,Subsidiary or Business Segment,Insurance,3,96000,119000,New York,NY,New York
Lead Data Scientist - Cyber Security,3.7,MassMutual,5001 to 10000 employees,1851,Company - Private,Insurance,3,96000,119000,New York,NY,New York
Lead Data Scientist - Machine Learning,3,GM Financial,5001 to 10000 employees,1992,Company - Public,Finance,3,96000,155000,Arlington,TX,Texas
Data Scientist / AI Engineer,3.8,Lockheed Martin,10000+ employees,1995,Company - Public,Aerospace & Defense,3,96000,155000,Fort Worth,TX,Texas
Data Scientist II,3,GM Financial,5001 to 10000 employees,1992,Company - Public,Finance,3,96000,155000,Fort Worth,TX,Texas
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,3.5,Internal Revenue Service,10000+ employees,1862,Government,Government,3,96000,155000,Fort Worth,TX,Texas
Data Scientist (remote),3.3,Thrivent,5001 to 10000 employees,1902,Nonprofit Organization,Insurance,3,96000,155000,Fort Worth,TX,Texas
Scientist,3.3,Bio-Rad,5001 to 10000 employees,1952,Company - Public,Biotech & Pharmaceuticals,3,96000,155000,Fort Worth,TX,Texas
"Data Analyst, Military Forecasting",3.8,Bell Helicopter,5001 to 10000 employees,1935,Subsidiary or Business Segment,Aerospace & Defense,3,96000,155000,Fort Worth,TX,Texas
Federal - Data Scientist,4.2,Solekai Systems Corp,1 to 50 employees,2002,Company - Private,Information Technology,3,96000,155000,Irving,TX,Texas
"Data Analyst, Military Forecasting",3.3,Textron,10000+ employees,1923,Company - Public,Aerospace & Defense,3,96000,155000,Fort Worth,TX,Texas
Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,4.5,Maine Pointe,51 to 200 employees,2004,Company - Private,Business Services,2,97000,129000,Chicago,IL,Illinois
QA Analyst - DATA Base Exp,3.9,Softpath System LLC,201 to 500 employees,1999,Company - Private,Information Technology,2,97000,129000,Chicago,IL,Illinois
Philanthropy Operations Associate - Data Analyst,3.3,Trinity Health,10000+ employees,1976,Nonprofit Organization,Health Care,2,97000,129000,Maywood,IL,Illinois
Financial Systems Lead Data and Reporting Analyst,3.7,Motorola Solutions,10000+ employees,1928,Company - Public,Information Technology,2,97000,129000,Chicago,IL,Illinois
Data Entry and compliance Analyst,3.4,Medline Industries,10000+ employees,1966,Company - Private,Manufacturing,2,97000,129000,Northfield,IL,Illinois
Lead Data Analyst,3.8,Capgemini,10000+ employees,1967,Company - Public,Information Technology,2,97000,129000,Chicago,IL,Illinois
Senior Data Analyst Informatics,3.2,Tempus Labs,501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,2,97000,129000,Chicago,IL,Illinois
"ERP Data Migration Analyst in Glenview, IL at Signode",3.2,Signode,5001 to 10000 employees,1913,Subsidiary or Business Segment,Manufacturing,2,97000,129000,Glenview,IL,Illinois
Data Analyst IV,3.5,Robert Half,10000+ employees,1948,Company - Public,Business Services,2,97000,129000,Chicago,IL,Illinois
"Sr. Data Analyst - Analytics, Marketing, CPG",5,Jobot,51 to 200 employees,2018,Company - Private,Business Services,2,97000,129000,Chicago,IL,Illinois
SAP Data Management Analyst,4.3,Square One Resources,51 to 200 employees,1995,Company - Private,Business Services,2,97000,129000,Chicago,IL,Illinois
Senior Marketing Data Analyst (Real Estate),4.6,Esquire Recruiting,1 to 50 employees,2012,Company - Private,Business Services,2,97000,129000,Chicago,IL,Illinois
Logistics Data Analyst II,-1,Source Alliance Network LLC,1 to 50 employees,2010,Company - Private,Transportation & Logistics,2,97000,129000,Chicago,IL,Illinois
"Senior Analyst, Data Analytics",3,Walgreens,10000+ employees,1901,Company - Public,Retail,2,97000,129000,Deerfield,IL,Illinois
Senior Data Analyst - Informatics,3.3,Tempus,51 to 200 employees,1999,Company - Private,Finance,2,97000,129000,Chicago,IL,Illinois
Data Quality Analyst-Product Content Specialist,3,Steiner Electric Co,201 to 500 employees,1916,Company - Private,Business Services,2,97000,129000,Elk Grove Village,IL,Illinois
Senior data analyst,2.7,TechUSA,1001 to 5000 employees,1998,Company - Private,Business Services,2,97000,129000,Chicago,IL,Illinois
Data Analyst (MPI),3.2,Metropolitan Family Services,201 to 500 employees,1857,Company - Private,Business Services,2,97000,129000,Chicago,IL,Illinois
"Senior Data Analyst, Sales",3.5,Flexport,1001 to 5000 employees,2013,Company - Private,Transportation & Logistics,2,97000,129000,Chicago,IL,Illinois
Sr. Data Scientist II,3.2,Shutterfly,1001 to 5000 employees,1999,Company - Private,Information Technology,3,97000,159000,Tempe,AZ,Arizona
Director Data Scientist - Data Science Hub,3.6,USAA,10000+ employees,1922,Company - Private,Insurance,3,97000,159000,Phoenix,AZ,Arizona
"Data Analyst, Marketing",4.6,National Education Partners,201 to 500 employees,2019,Company - Private,Education,3,97000,159000,Scottsdale,AZ,Arizona
Quantum Data Scientist (Industrial-Process sector),3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,3,97000,159000,Phoenix,AZ,Arizona
Data & Reporting Analyst,3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,3,97000,159000,Tempe,AZ,Arizona
Data Operations Engineer,4.8,Zoom,1001 to 5000 employees,2011,Company - Public,Information Technology,3,97000,159000,Phoenix,AZ,Arizona
Applied Scientist,3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,3,97000,159000,Tempe,AZ,Arizona
Data Scientist,3.8,IntraEdge,501 to 1000 employees,2002,Company - Private,Information Technology,3,97000,159000,Phoenix,AZ,Arizona
Data Analyst,4.1,Viasat,5001 to 10000 employees,1986,Company - Public,Telecommunications,3,97000,159000,Phoenix,AZ,Arizona
Business Data Analyst,4.6,National Education Partners,201 to 500 employees,2019,Company - Private,Education,3,97000,159000,Scottsdale,AZ,Arizona
Data Analyst,4.9,"TekCom Resources, Inc.",51 to 200 employees,2005,Company - Private,Business Services,3,97000,159000,Phoenix,AZ,Arizona
Data Analyst,3.5,NAGRA (Kudelski Group),1001 to 5000 employees,1951,Company - Public,Telecommunications,3,97000,159000,Phoenix,AZ,Arizona
Data analyst,3.5,Atos Syntel Inc.,10000+ employees,1980,Subsidiary or Business Segment,Information Technology,3,97000,159000,Phoenix,AZ,Arizona
Data Engineer,3.1,MUFG,10000+ employees,1864,Company - Public,Finance,3,97000,159000,Tempe,AZ,Arizona
Data Analyst,3.2,Modis,5001 to 10000 employees,1994,Subsidiary or Business Segment,Business Services,3,97000,159000,Phoenix,AZ,Arizona
Senior Data Scientist,3.6,Humana,10000+ employees,1961,Company - Public,Insurance,3,97000,159000,Phoenix,AZ,Arizona
ML/Data Scientist,4.1,Sysmind LLC,51 to 200 employees,1999,Company - Private,Information Technology,3,97000,159000,Phoenix,AZ,Arizona
Network Security System/Data Analyst,3.1,MUFG,10000+ employees,1864,Company - Public,Finance,3,97000,159000,Tempe,AZ,Arizona
Fall 2020 Supply Chain Data Analyst Intern,3.6,ON Semiconductor,10000+ employees,1999,Company - Public,Manufacturing,3,97000,159000,Phoenix,AZ,Arizona
Bioinformatics Scientist,4,Exact Sciences Corporation,1001 to 5000 employees,1995,Company - Public,Health Care,3,97000,159000,Phoenix,AZ,Arizona
Internship - Analytics and Data Science (Healthcare),3.1,Blue Cross Blue Shield of Arizona,1001 to 5000 employees,1939,Nonprofit Organization,Insurance,3,97000,159000,Phoenix,AZ,Arizona
Sr Data Scientist,3.4,PennyMac,1001 to 5000 employees,2008,Company - Public,Finance,3,97000,159000,Phoenix,AZ,Arizona
Senior Director of Data Science,4,Discount Tire,10000+ employees,1960,Company - Private,Retail,3,97000,159000,Scottsdale,AZ,Arizona
Principal Data Scientist- Public Sector,3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,3,97000,159000,Phoenix,AZ,Arizona
Lead Data Scientist,3.2,Vanguard,10000+ employees,1975,Company - Private,Finance,3,97000,159000,Scottsdale,AZ,Arizona
Analytic Consultant 5 - Consumer Collections & Servicing Analytics,3.6,Wells Fargo,10000+ employees,1852,Company - Public,Finance,3,97000,159000,Phoenix,AZ,Arizona
Lead Data Scientist,3.6,Humana,10000+ employees,1961,Company - Public,Insurance,3,97000,159000,Phoenix,AZ,Arizona
DATA ANALYST,3.9,Diverse Lynx,501 to 1000 employees,2002,Company - Private,Information Technology,3,97000,159000,Phoenix,AZ,Arizona
Ergonomics Scientist,3.5,Exponent,1001 to 5000 employees,1967,Company - Public,Business Services,3,97000,159000,Phoenix,AZ,Arizona
Greenplum /Big Data Engineer/Architect,3.7,Infotree Service Inc,51 to 200 employees,2004,Company - Private,Business Services,3,97000,111000,Chandler,AZ,Arizona
SQL/SAS Data Analyst,3.6,Signature Consultants,1001 to 5000 employees,1997,Company - Private,Business Services,3,97000,111000,Chandler,AZ,Arizona
Senior Data Engineer,3.8,StrongMind,51 to 200 employees,2000,Company - Private,Education,3,97000,111000,Chandler,AZ,Arizona
Principal Device Modeling Engineer,3.7,NXP Semiconductors,10000+ employees,2006,Company - Public,Manufacturing,3,97000,111000,Chandler,AZ,Arizona
Civil Engineer/GIS Data Analyst,3.7,Stantec,10000+ employees,1954,Company - Public,Business Services,3,97000,111000,Chandler,AZ,Arizona
Senior Data Engineer,3.6,Xoriant Corporation,1001 to 5000 employees,1990,Company - Private,Information Technology,3,97000,111000,Phoenix,AZ,Arizona
